state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day
California,No,Basic,High School or Below,2011-01-19,Employed,M,Suburban,Married,Special Auto,L2,4,Branch,Sports Car,Small,January,Wednesday
California,No,Basic,College,2011-02-20,Unemployed,F,Rural,Divorced,Special Auto,L3,1,Branch,Four-Door Car,Medsize,February,Sunday
Arizona,No,Premium,Bachelor,2011-02-03,Disabled,M,Suburban,Single,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Thursday
Oregon,No,Basic,Bachelor,2011-02-03,Employed,F,Rural,Married,Personal Auto,L3,3,Agent,Sports Car,Medsize,February,Thursday
Washington,No,Extended,Bachelor,2011-02-06,Unemployed,F,Suburban,Single,Corporate Auto,L3,4,Agent,Four-Door Car,Large,February,Sunday
Oregon,No,Premium,Bachelor,2011-01-30,Employed,F,Rural,Married,Personal Auto,L1,3,Branch,Four-Door Car,Medsize,January,Sunday
California,No,Basic,High School or Below,2011-02-08,Employed,F,Urban,Married,Personal Auto,L3,4,Agent,Four-Door Car,Medsize,February,Tuesday
Oregon,No,Extended,High School or Below,2011-02-25,Employed,F,Rural,Married,Personal Auto,L2,2,Call Center,SUV,Small,February,Friday
Arizona,No,Basic,Bachelor,2011-02-04,Employed,F,Urban,Married,Personal Auto,L1,1,Web,Four-Door Car,Small,February,Friday
California,No,Extended,Master or above,2011-01-22,Employed,M,Urban,Married,Personal Auto,L3,2,Branch,Two-Door Car,Medsize,January,Saturday
Arizona,No,Basic,High School or Below,2011-01-04,Employed,M,Suburban,Divorced,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,January,Tuesday
Arizona,Yes,Basic,College,2011-02-21,Unemployed,F,Suburban,Divorced,Personal Auto,L1,1,Agent,SUV,Medsize,February,Monday
Nevada,No,Extended,Master or above,2011-01-23,Employed,F,Urban,Married,Special Auto,L3,4,Branch,Four-Door Car,Large,January,Sunday
Nevada,No,Basic,Master or above,2011-02-07,Employed,F,Rural,Married,Personal Auto,L2,4,Branch,Four-Door Car,Medsize,February,Monday
Arizona,No,Basic,Bachelor,2011-02-04,Employed,F,Suburban,Married,Corporate Auto,L3,2,Agent,Two-Door Car,Medsize,February,Friday
Oregon,Yes,Basic,Bachelor,2011-02-05,Employed,M,Urban,Divorced,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,February,Saturday
California,No,Basic,Master or above,2011-01-04,Disabled,F,Suburban,Married,Personal Auto,L1,2,Call Center,Four-Door Car,Medsize,January,Tuesday
Arizona,No,Extended,College,2011-01-18,Employed,M,Suburban,Single,Personal Auto,L1,2,Call Center,Two-Door Car,Medsize,January,Tuesday
Oregon,No,Basic,Bachelor,2011-02-02,Unemployed,M,Suburban,Single,Corporate Auto,L2,2,Call Center,SUV,Medsize,February,Wednesday
Oregon,No,Extended,College,2011-01-29,Employed,M,Suburban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Small,January,Saturday
California,No,Extended,Bachelor,2011-02-24,Unemployed,F,Urban,Married,Personal Auto,L2,1,Web,SUV,Medsize,February,Thursday
Arizona,Yes,Basic,High School or Below,2011-01-29,Retired,F,Suburban,Divorced,Personal Auto,L1,1,Branch,Four-Door Car,Medsize,January,Saturday
California,No,Extended,Bachelor,2011-01-08,Employed,M,Urban,Single,Corporate Auto,L3,3,Branch,Two-Door Car,Medsize,January,Saturday
California,No,Basic,Master or above,2011-01-25,Unemployed,F,Suburban,Married,Corporate Auto,L3,4,Branch,Four-Door Car,Large,January,Tuesday
Washington,No,Basic,High School or Below,2011-01-11,Employed,M,Suburban,Married,Personal Auto,L2,2,Call Center,Four-Door Car,Small,January,Tuesday
California,No,Basic,High School or Below,2011-01-03,Medical Leave,M,Suburban,Married,Special Auto,L2,2,Branch,Four-Door Car,Medsize,January,Monday
Arizona,Yes,Basic,High School or Below,2011-01-14,Employed,F,Suburban,Married,Personal Auto,L3,2,Agent,Sports Car,Medsize,January,Friday
Washington,No,Premium,College,2011-01-07,Employed,F,Suburban,Married,Personal Auto,L2,1,Branch,Luxury Car/SUV,Medsize,January,Friday
California,No,Basic,High School or Below,2011-01-06,Employed,M,Urban,Divorced,Corporate Auto,L3,2,Branch,Four-Door Car,Medsize,January,Thursday
California,No,Basic,Bachelor,2011-02-25,Employed,F,Suburban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,February,Friday
Oregon,Yes,Premium,College,2011-02-16,Employed,M,Suburban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,February,Wednesday
Washington,Yes,Basic,College,2011-01-11,Employed,M,Suburban,Married,Personal Auto,L2,2,Call Center,SUV,Medsize,January,Tuesday
Oregon,No,Basic,Bachelor,2011-01-26,Employed,F,Suburban,Married,Personal Auto,L3,2,Branch,Two-Door Car,Small,January,Wednesday
Oregon,No,Premium,College,2011-02-03,Unemployed,M,Suburban,Single,Personal Auto,L2,3,Call Center,Four-Door Car,Medsize,February,Thursday
California,No,Basic,Bachelor,2011-01-03,Employed,M,Rural,Divorced,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,January,Monday
Nevada,No,Basic,Master or above,2011-01-04,Employed,M,Suburban,Divorced,Personal Auto,L1,4,Branch,Luxury Car/SUV,Large,January,Tuesday
Arizona,No,Extended,High School or Below,2011-02-11,Employed,F,Urban,Divorced,Special Auto,L1,1,Branch,Four-Door Car,Medsize,February,Friday
Arizona,No,Basic,Bachelor,2011-02-05,Employed,M,Rural,Single,Personal Auto,L3,1,Call Center,Four-Door Car,Medsize,February,Saturday
Arizona,No,Basic,Bachelor,2011-02-26,Unemployed,M,Suburban,Single,Personal Auto,L2,2,Agent,Two-Door Car,Medsize,February,Saturday
Oregon,No,Premium,Bachelor,2011-02-21,Unemployed,F,Suburban,Single,Personal Auto,L3,2,Agent,Four-Door Car,Small,February,Monday
Oregon,No,Extended,College,2011-01-13,Unemployed,F,Suburban,Married,Personal Auto,L3,1,Branch,SUV,Medsize,January,Thursday
Arizona,No,Basic,Bachelor,2011-02-18,Medical Leave,F,Suburban,Married,Personal Auto,L3,1,Call Center,Four-Door Car,Large,February,Friday
Washington,No,Basic,College,2011-02-10,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Call Center,SUV,Medsize,February,Thursday
Oregon,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Single,Personal Auto,L3,3,Branch,Luxury Car/SUV,Medsize,January,Friday
California,No,Extended,College,2011-01-16,Employed,F,Rural,Married,Corporate Auto,L2,2,Branch,Two-Door Car,Small,January,Sunday
Oregon,No,Basic,Master or above,2011-02-04,Employed,F,Rural,Married,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,February,Friday
Arizona,No,Basic,Bachelor,2011-02-15,Employed,F,Suburban,Married,Personal Auto,L3,4,Call Center,SUV,Medsize,February,Tuesday
California,No,Premium,Master or above,2011-01-21,Employed,M,Suburban,Single,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,January,Friday
California,No,Basic,Master or above,2011-02-01,Employed,M,Rural,Single,Personal Auto,L2,2,Agent,SUV,Medsize,February,Tuesday
Arizona,No,Basic,College,2011-02-05,Employed,F,Suburban,Single,Personal Auto,L2,1,Agent,Luxury Car/SUV,Small,February,Saturday
Washington,No,Basic,High School or Below,2011-01-20,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,January,Thursday
Nevada,No,Extended,College,2011-01-07,Employed,M,Urban,Married,Personal Auto,L3,2,Web,Two-Door Car,Medsize,January,Friday
Washington,Yes,Basic,College,2011-01-24,Retired,F,Suburban,Married,Personal Auto,L3,2,Branch,Two-Door Car,Large,January,Monday
Oregon,No,Basic,High School or Below,2011-02-16,Disabled,F,Suburban,Married,Personal Auto,L3,1,Branch,Two-Door Car,Small,February,Wednesday
California,No,Extended,Bachelor,2011-01-27,Unemployed,M,Suburban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Thursday
Oregon,No,Basic,Bachelor,2011-02-13,Medical Leave,F,Suburban,Married,Personal Auto,L3,1,Call Center,Sports Car,Large,February,Sunday
Oregon,No,Extended,High School or Below,2011-01-01,Retired,M,Suburban,Single,Personal Auto,L3,3,Web,Four-Door Car,Small,January,Saturday
Arizona,Yes,Basic,High School or Below,2011-01-27,Unemployed,F,Suburban,Divorced,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,January,Thursday
California,No,Extended,High School or Below,2011-01-06,Unemployed,M,Suburban,Single,Special Auto,L3,2,Agent,Four-Door Car,Medsize,January,Thursday
California,Yes,Basic,Bachelor,2011-02-05,Retired,M,Suburban,Divorced,Personal Auto,L3,1,Branch,SUV,Medsize,February,Saturday
Oregon,No,Extended,Bachelor,2011-02-23,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Wednesday
Nevada,No,Basic,Master or above,2011-02-03,Employed,F,Urban,Married,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,February,Thursday
Oregon,No,Extended,Master or above,2011-01-29,Disabled,M,Urban,Single,Corporate Auto,L1,4,Agent,Four-Door Car,Medsize,January,Saturday
Nevada,No,Basic,Master or above,2011-02-13,Employed,M,Urban,Divorced,Personal Auto,L3,1,Call Center,Four-Door Car,Medsize,February,Sunday
Oregon,No,Basic,Bachelor,2011-01-10,Employed,M,Suburban,Married,Personal Auto,L3,2,Agent,Luxury Car/SUV,Medsize,January,Monday
Oregon,No,Basic,High School or Below,2011-01-27,Employed,F,Urban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Thursday
Nevada,No,Basic,Bachelor,2011-01-10,Employed,M,Suburban,Single,Personal Auto,L3,1,Branch,SUV,Medsize,January,Monday
Oregon,No,Basic,College,2011-02-21,Unemployed,F,Suburban,Divorced,Personal Auto,L3,3,Branch,Four-Door Car,Small,February,Monday
Oregon,No,Basic,College,2011-02-13,Unemployed,M,Suburban,Single,Personal Auto,L3,3,Call Center,Four-Door Car,Medsize,February,Sunday
Nevada,Yes,Premium,Bachelor,2011-02-28,Employed,F,Rural,Divorced,Personal Auto,L1,2,Agent,Four-Door Car,Medsize,February,Monday
Oregon,No,Extended,High School or Below,2011-02-25,Employed,M,Rural,Single,Personal Auto,L3,2,Web,Four-Door Car,Medsize,February,Friday
Oregon,No,Basic,College,2011-01-09,Employed,M,Suburban,Married,Personal Auto,L3,3,Branch,SUV,Small,January,Sunday
California,No,Basic,Master or above,2011-02-04,Employed,F,Rural,Married,Corporate Auto,L3,2,Branch,Four-Door Car,Medsize,February,Friday
Nevada,No,Basic,Bachelor,2011-01-05,Employed,F,Suburban,Married,Personal Auto,L3,1,Branch,Luxury Car/SUV,Medsize,January,Wednesday
Oregon,Yes,Basic,Master or above,2011-01-19,Employed,M,Suburban,Married,Special Auto,L2,3,Web,Two-Door Car,Small,January,Wednesday
California,No,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal Auto,L3,4,Web,Two-Door Car,Small,January,Saturday
Arizona,No,Basic,College,2011-01-05,Medical Leave,M,Suburban,Married,Personal Auto,L1,1,Branch,SUV,Medsize,January,Wednesday
Arizona,Yes,Extended,High School or Below,2011-02-19,Retired,F,Suburban,Divorced,Personal Auto,L3,1,Agent,Four-Door Car,Large,February,Saturday
California,No,Basic,Bachelor,2011-01-06,Employed,M,Rural,Married,Personal Auto,L2,2,Call Center,Four-Door Car,Large,January,Thursday
Nevada,No,Basic,Bachelor,2011-01-23,Employed,F,Urban,Married,Personal Auto,L2,2,Branch,Luxury Car/SUV,Medsize,January,Sunday
Arizona,No,Extended,High School or Below,2011-02-09,Employed,M,Suburban,Married,Corporate Auto,L1,3,Branch,Luxury Car/SUV,Small,February,Wednesday
Oregon,No,Basic,Master or above,2011-02-21,Employed,F,Urban,Married,Personal Auto,L2,3,Call Center,Two-Door Car,Medsize,February,Monday
Arizona,No,Premium,High School or Below,2011-02-28,Unemployed,M,Suburban,Married,Personal Auto,L3,3,Branch,Four-Door Car,Medsize,February,Monday
Nevada,Yes,Basic,College,2011-02-25,Employed,M,Suburban,Divorced,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,February,Friday
Arizona,Yes,Basic,Bachelor,2011-02-19,Employed,M,Urban,Married,Corporate Auto,L1,2,Agent,Four-Door Car,Medsize,February,Saturday
Arizona,No,Basic,Bachelor,2011-02-07,Employed,M,Suburban,Divorced,Personal Auto,L3,4,Call Center,Four-Door Car,Medsize,February,Monday
California,No,Extended,Bachelor,2011-01-26,Employed,F,Rural,Married,Special Auto,L2,3,Branch,SUV,Medsize,January,Wednesday
Washington,No,Basic,High School or Below,2011-02-14,Employed,M,Suburban,Divorced,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,February,Monday
Arizona,No,Basic,Bachelor,2011-02-22,Unemployed,F,Urban,Married,Personal Auto,L2,1,Web,Luxury Car/SUV,Small,February,Tuesday
California,Yes,Extended,Bachelor,2011-02-27,Unemployed,F,Suburban,Divorced,Corporate Auto,L2,1,Call Center,SUV,Medsize,February,Sunday
California,Yes,Premium,College,2011-02-28,Unemployed,M,Suburban,Married,Personal Auto,L2,1,Branch,Four-Door Car,Large,February,Monday
California,Yes,Basic,Bachelor,2011-01-26,Employed,F,Urban,Married,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,January,Wednesday
Washington,No,Basic,High School or Below,2011-01-28,Employed,F,Suburban,Married,Special Auto,L3,4,Web,SUV,Small,January,Friday
Arizona,No,Basic,College,2011-01-16,Employed,M,Suburban,Married,Personal Auto,L2,4,Agent,Four-Door Car,Small,January,Sunday
California,No,Extended,Bachelor,2011-02-01,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Branch,SUV,Small,February,Tuesday
California,No,Basic,High School or Below,2011-01-04,Employed,F,Suburban,Married,Corporate Auto,L2,2,Agent,Four-Door Car,Small,January,Tuesday
California,No,Basic,High School or Below,2011-02-22,Employed,F,Urban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Tuesday
Oregon,No,Basic,High School or Below,2011-02-12,Unemployed,M,Suburban,Married,Special Auto,L2,2,Agent,SUV,Medsize,February,Saturday
Oregon,No,Extended,Master or above,2011-02-24,Medical Leave,F,Rural,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,February,Thursday
Oregon,No,Extended,High School or Below,2011-01-21,Unemployed,M,Suburban,Single,Personal Auto,L2,3,Agent,Two-Door Car,Large,January,Friday
Oregon,No,Extended,Bachelor,2011-01-08,Employed,M,Rural,Single,Personal Auto,L3,2,Web,Two-Door Car,Large,January,Saturday
Oregon,No,Extended,Bachelor,2011-02-19,Employed,F,Rural,Divorced,Personal Auto,L1,2,Web,Four-Door Car,Small,February,Saturday
California,No,Basic,College,2011-02-02,Retired,F,Suburban,Married,Special Auto,L3,2,Agent,Two-Door Car,Medsize,February,Wednesday
California,Yes,Extended,Bachelor,2011-02-27,Retired,F,Suburban,Single,Corporate Auto,L1,1,Agent,SUV,Medsize,February,Sunday
Arizona,No,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Divorced,Personal Auto,L3,1,Call Center,Four-Door Car,Small,January,Thursday
Oregon,No,Extended,College,2011-01-27,Employed,F,Urban,Married,Corporate Auto,L3,4,Call Center,Four-Door Car,Medsize,January,Thursday
Oregon,No,Premium,Bachelor,2011-01-29,Unemployed,M,Suburban,Married,Personal Auto,L3,1,Call Center,SUV,Medsize,January,Saturday
Oregon,No,Basic,Master or above,2011-01-05,Retired,M,Suburban,Divorced,Personal Auto,L1,3,Branch,Four-Door Car,Small,January,Wednesday
California,Yes,Extended,Master or above,2011-01-13,Unemployed,F,Suburban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Thursday
California,No,Extended,College,2011-02-28,Unemployed,M,Suburban,Divorced,Special Auto,L2,1,Branch,Four-Door Car,Medsize,February,Monday
Oregon,No,Extended,High School or Below,2011-01-13,Unemployed,F,Suburban,Single,Personal Auto,L2,3,Call Center,Four-Door Car,Medsize,January,Thursday
Oregon,No,Premium,High School or Below,2011-01-18,Medical Leave,M,Suburban,Married,Personal Auto,L2,1,Agent,Two-Door Car,Medsize,January,Tuesday
Oregon,No,Premium,Bachelor,2011-01-18,Employed,M,Rural,Married,Corporate Auto,L3,3,Web,Four-Door Car,Medsize,January,Tuesday
Arizona,Yes,Extended,College,2011-01-28,Employed,F,Rural,Married,Corporate Auto,L2,2,Call Center,Two-Door Car,Small,January,Friday
California,Yes,Extended,Master or above,2011-02-23,Unemployed,F,Suburban,Single,Corporate Auto,L2,1,Branch,Sports Car,Medsize,February,Wednesday
Nevada,No,Basic,Bachelor,2011-02-03,Employed,F,Rural,Married,Corporate Auto,L2,1,Branch,Four-Door Car,Medsize,February,Thursday
Oregon,Yes,Basic,College,2011-02-03,Employed,M,Urban,Married,Personal Auto,L2,2,Web,Four-Door Car,Medsize,February,Thursday
Arizona,No,Extended,College,2011-02-25,Employed,F,Suburban,Divorced,Personal Auto,L3,1,Web,Four-Door Car,Medsize,February,Friday
Washington,No,Basic,College,2011-02-26,Unemployed,F,Suburban,Single,Personal Auto,L1,1,Agent,SUV,Medsize,February,Saturday
Arizona,No,Basic,High School or Below,2011-01-31,Employed,F,Rural,Married,Personal Auto,L3,3,Call Center,Four-Door Car,Medsize,January,Monday
California,No,Extended,College,2011-01-17,Employed,F,Rural,Married,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,January,Monday
California,Yes,Extended,High School or Below,2011-01-07,Employed,M,Suburban,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Large,January,Friday
Oregon,Yes,Premium,High School or Below,2011-02-14,Employed,F,Suburban,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Small,February,Monday
Nevada,No,Basic,High School or Below,2011-02-11,Employed,F,Suburban,Married,Personal Auto,L2,3,Agent,SUV,Medsize,February,Friday
California,No,Basic,Master or above,2011-01-24,Employed,M,Rural,Divorced,Personal Auto,L3,3,Agent,Two-Door Car,Medsize,January,Monday
California,No,Basic,College,2011-01-17,Employed,M,Rural,Married,Corporate Auto,L1,2,Web,Two-Door Car,Large,January,Monday
Oregon,Yes,Basic,College,2011-02-20,Employed,M,Urban,Single,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,February,Sunday
California,No,Basic,Bachelor,2011-01-10,Employed,F,Urban,Married,Special Auto,L3,3,Branch,SUV,Large,January,Monday
Oregon,No,Extended,High School or Below,2011-01-09,Medical Leave,F,Suburban,Married,Personal Auto,L3,1,Call Center,Four-Door Car,Medsize,January,Sunday
California,No,Basic,Bachelor,2011-01-21,Employed,M,Rural,Married,Personal Auto,L3,1,Call Center,Four-Door Car,Small,January,Friday
Arizona,No,Basic,College,2011-01-14,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Branch,Luxury Car/SUV,Small,January,Friday
Oregon,No,Extended,High School or Below,2011-02-28,Employed,F,Suburban,Married,Corporate Auto,L3,3,Agent,Four-Door Car,Small,February,Monday
California,No,Basic,Bachelor,2011-01-09,Employed,M,Urban,Divorced,Corporate Auto,L3,1,Call Center,SUV,Medsize,January,Sunday
Arizona,No,Extended,Bachelor,2011-01-30,Employed,F,Rural,Divorced,Personal Auto,L3,1,Agent,Four-Door Car,Small,January,Sunday
California,No,Extended,Bachelor,2011-02-05,Employed,F,Rural,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Small,February,Saturday
Oregon,No,Extended,Bachelor,2011-01-18,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,January,Tuesday
Nevada,Yes,Extended,High School or Below,2011-02-07,Employed,F,Suburban,Divorced,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,February,Monday
Oregon,No,Basic,Bachelor,2011-02-16,Medical Leave,F,Suburban,Single,Personal Auto,L3,1,Call Center,Four-Door Car,Medsize,February,Wednesday
Oregon,No,Basic,High School or Below,2011-02-04,Employed,M,Rural,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,February,Friday
Arizona,Yes,Basic,High School or Below,2011-02-05,Employed,F,Suburban,Single,Corporate Auto,L2,2,Call Center,Four-Door Car,Medsize,February,Saturday
California,No,Extended,Bachelor,2011-02-11,Employed,F,Suburban,Married,Personal Auto,L2,3,Web,Four-Door Car,Small,February,Friday
Oregon,No,Extended,High School or Below,2011-02-28,Employed,F,Suburban,Single,Personal Auto,L3,2,Agent,Two-Door Car,Small,February,Monday
Oregon,No,Basic,High School or Below,2011-01-09,Employed,F,Suburban,Single,Corporate Auto,L2,2,Branch,Four-Door Car,Small,January,Sunday
Arizona,No,Basic,Bachelor,2011-01-09,Employed,M,Urban,Married,Corporate Auto,L2,2,Web,Four-Door Car,Medsize,January,Sunday
Arizona,No,Basic,High School or Below,2011-02-20,Retired,M,Suburban,Divorced,Personal Auto,L2,2,Agent,SUV,Medsize,February,Sunday
